HouseholdRole,Age,Sex,Education,MonthlyIncome,IncomeLevel,IndustryCode,HouseholdSES,HouseholdItem,PeriodStay,FamilySES,MeanSES,Ketena
0,4,0,98,,,,,,,,,4
1,29,0,14,3000,High,15,2,2,4,2,2,4
0,25,1,10,,,,,,,,,4
0,7,1,1,,,,,,,,,4
0,23,0,14,,,,,,,,,4
0,27,0,14,,,,,,,,,4
0,20,1,8,,,,,,,,,4
0,23,1,6,,,,,,,,,4
1,35,0,12,5000,High,8,2,2,2,2,2,4
0,28,1,14,,,,,,,,,4
1,70,1,0,4000,High,12,2,3,1,3,2.666666667,4
1,40,1,0,400,Low,7,2,1,11,1,1.333333333,4
0,26,1,7,,,,,,,,,4
0,20,1,8,,,,,,,,,4
0,15,0,8,,,,,,,,,4
0,11,0,4,,,,,,,,,4
1,24,0,8,2000,Medium,6,2,1,1,1,1.333333333,4
0,24,1,9,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,30,0,2,1500,Medium,7,2,1,10,1,1.333333333,4
0,26,1,5,,,,,,,,,4
0,8,0,2,,,,,,,,,4
0,1,0,96,,,,,,,,,4
0,12,1,3,,,,,,,,,4
1,42,1,4,1500,Medium,12,2,1,11,2,1.666666667,4
0,22,0,10,,,,,,,,,4
0,18,0,10,,,,,,,,,4
1,27,0,8,2000,Medium,6,2,3,6,2,2.333333333,4
0,28,1,0,,,,,,,,,4
1,41,0,12,3000,High,8,2,3,3,2,2.333333333,4
0,30,1,12,,,,,,,,,4
0,7,0,1,,,,,,,,,4
0,4,0,98,,,,,,,,,4
0,14,1,6,,,,,,,,,4
1,35,0,10,3500,High,,2,1,3,2,1.666666667,4
0,30,1,6,,,,,,,,,4
0,12,0,3,,,,,,,,,4
0,9,0,3,,,,,,,,,4
0,27,0,12,,,,,,,,,4
1,25,0,8,2000,Medium,6,2,2,5,2,2,4
0,23,1,8,,,,,,,,,4
0,4,1,98,,,,,,,,,4
1,42,0,6,5000,High,7,3,3,5,4,3.333333333,4
0,38,1,2,,,,,,,,,4
0,21,1,14,,,,,,,,,4
0,18,0,12,,,,,,,,,4
0,14,0,6,,,,,,,,,4
0,7,0,2,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,70,0,10,5000,High,12,2,3,20,3,2.666666667,4
0,60,1,0,,,,,,,,,4
0,20,0,12,,,,,,,,,4
0,18,1,14,,,,,,,,,4
0,19,0,11,,,,,,,,,4
0,21,0,8,,,,,,,,,4
0,8,0,2,,,,,,,,,4
0,2,1,96,,,,,,,,,4
0,22,0,8,,,,,,,,,4
1,27,0,8,1500,Medium,6,2,1,11,2,1.666666667,4
0,23,0,10,,,,,,,,,4
1,45,0,8,500,Low,98,2,1,20,2,1.666666667,4
0,28,1,4,1000,Medium,14.11,1,1,6,2,1.333333333,4
0,14,0,8,,,,,,,,,4
1,40,0,0,1500,Medium,6,1,1,20,2,1.333333333,4
0,30,1,5,,,,,,,,,4
0,1,0,96,,,,,,,,,4
1,47,0,7,3700,High,15,1,1,7,2,1.333333333,4
0,28,1,0,,,,,,,,,4
0,16,0,8,,,,,,,,,4
0,14,0,7,,,,,,,,,4
1,50,1,0,300,Low,99,1,1,20,1,1,4
1,48,0,14,4000,High,15,3,3,20,3,3,4
0,42,1,12,,,,,,,,,4
0,18,1,11,,,,,,,,,4
0,16,0,10,,,,,,,,,4
1,40,0,13,2000,Medium,15,2,3,20,3,2.666666667,4
0,27,1,6,,,,,,,,,4
0,12,0,5,,,,,,,,,4
0,8,1,2,,,,,,,,,4
0,2,0,96,,,,,,,,,4
0,28,0,10,,,,,,,,,4
0,17,1,7,,,,,,,,,4
0,29,1,9,,,,,,,,,4
1,28,0,8,500,Low,6,2,1,4,2,1.666666667,4
0,29,1,10,,,,,,,,,4
1,32,0,8,1500,Medium,6,2,1,4,2,1.666666667,4
0,33,1,0,,,,,,,,,4
0,2,0,96,,,,,,,,,4
1,27,0,97,2000,Medium,19,1,1,2,2,1.333333333,4
0,22,1,11,,,,,,,,,4
0,3,0,96,,,,,,,,,4
1,28,0,10,500,Low,6,1,1,2,2,1.333333333,4
0,26,1,0,,,,,,,,,4
0,4,1,0,,,,,,,,,4
0,1,1,96,,,,,,,,,4
1,23,1,7,700,Medium,9,2,1,2,2,1.666666667,4
1,30,0,6,1000,Medium,6,2,1,2,2,1.666666667,4
0,23,1,4,,,,,,,,,4
0,2,1,96,,,,,,,,,4
0,23,0,0,,,,,,,,,4
1,35,1,0,2000,Medium,5,2,2,2,2,2,4
1,24,1,13,1400,Medium,15,2,1,2,2,1.666666667,4
0,25,0,10,2000,Medium,6,2,1,2,2,1.666666667,4
1,21,1,10,,,,,,,,,4
0,26,0,0,3000,High,15,2,1,2,2,1.666666667,4
1,24,1,15,,,,,,,,,4
0,2,1,96,,,,,,,,,4
0,1,0,,,,,,,,,,4
0,1,1,,,,,,,,,,4
0,20,0,0,,,,,,,,,4
0,28,0,12,,,,,,,,,4
1,29,0,10,3000,High,6,2,1,3,2,1.666666667,4
0,2,1,,,,,,,,,,4
0,1,0,,,,,,,,,,4
1,26,1,,,,,2,1,3,2,1.666666667,4
0,4,0,,,,,,,,,,4
1,42,0,6,,,,,,,,,4
0,32,1,6,1000,Medium,7,2,1,20,1,1.333333333,4
0,22,1,12,,,,,,,,,4
0,20,0,10,,,,,,,,,4
0,17,0,10,,,,,,,,,4
0,13,1,5,,,,,,,,,4
1,45,0,9,,,98,3,3,20,3,3,4
0,38,1,6,,,,,,,,,4
0,18,0,14,,,,,,,,,4
0,11,0,4,,,,,,,,,4
0,2,0,,,,,,,,,,4
0,7,1,,,,,,,,,,4
0,17,1,5,,,,,,,,,4
1,27,0,10,1000,Medium,7,3,3,99,3,3,4
0,22,1,13,,,,,,,,,4
0,1,0,,,,,,,,,,4
1,29,0,,,,8,2,1,,3,2,4
0,24,0,,,,,,,,,,4
1,48,0,8,2000,Medium,7,2,1,20,3,2,4
0,35,1,8,,,,,,,,,4
0,19,1,13,,,,,,,,,4
0,18,1,14,,,,,,,,,4
0,14,0,8,,,,,,,,,4
0,7,0,1,,,,,,,,,4
1,38,1,0,,,,1,1,11,1,1,4
0,8,1,5,,,,,,,,,4
0,15,0,7,,,,,,,,,4
0,14,0,3,,,,,,,,,4
0,13,1,5,,,,,,,,,4
0,11,0,3,,,,,,,,,4
0,9,0,1,,,,,,,,,4
1,60,0,10,1000,Medium,7,3,3,20,3,3,4
0,60,1,0,,,,,,,,,4
0,22,0,14,,,,,,,,,4
0,19,1,14,,,,,,,,,4
0,17,0,11,,,,,,,,,4
0,16,1,9,,,,,,,,,4
0,15,1,8,,,,,,,,,4
1,24,1,10,,,,1,1,1,1,1,4
1,30,0,14,3000,High,15,2,2,1,3,2.333333333,4
0,28,1,0,,,,,,,,,4
1,22,0,8,1000,Medium,7,2,1,1,2,1.666666667,4
0,22,1,8,,,,,,,,,4
1,35,1,6,2000,Medium,12,2,1,20,2,1.666666667,4
0,24,0,14,,,,,,,,,4
0,22,1,14,,,,,,,,,4
0,8,0,3,,,,,,,,,4
1,46,0,6,1000,Medium,6,2,1,5,2,1.666666667,4
0,40,1,7,,,,,,,,,4
0,7,1,2,,,,,,,,,4
1,31,0,10,1000,Medium,6,2,1,2,2,1.666666667,4
0,27,1,8,,,,,,,,,4
0,11,1,5,,,,,,,,,4
0,3,1,,,,,,,,,,4
1,30,0,8,1000,Medium,8,2,1,20,3,2,4
0,24,1,8,,,,,,,,,4
0,4,0,98,,,,,,,,,4
1,20,,0,1300,Medium,7,2,1,3,2,1.666666667,4
1,30,0,0,2000,Medium,6,2,2,4,2,2,4
0,20,,0,,,,,,,,,4
1,29,0,14,3000,High,15,2,1,4,2,1.666666667,4
1,26,0,10,1000,Medium,6,3,2,6,2,2.333333333,4
0,25,,10,,,,,,,,,4
1,45,1,0,200,Low,99,2,1,15,1,1.333333333,4
0,11,,4,,,,,,,,,4
1,27,0,12,2000,Medium,19,2,2,6,2,2,4
0,23,,12,,,,,,,,,4
1,28,0,14,2000,Medium,15,2,1,1,2,1.666666667,4
1,27,0,7,3000,High,6,2,2,1,2,2,4
0,28,,9,,,,,,,,,4
0,9,,3,,,,,,,,,4
1,20,,10,1500,Medium,6,2,2,3,2,2,4
1,30,,3,1500,Medium,6,2,1,5,2,1.666666667,4
1,27,1,10,2000,Medium,6,2,1,6,2,1.666666667,4
1,25,0,10,1500,Medium,6,2,1,4,2,1.666666667,4
1,29,0,10,3000,High,6,2,2,1,2,2,4
0,25,,13,,,,,,,,,4
0,4,,96,,,,,,,,,4
0,20,,9,,,,,,,,,4
1,25,,10,2500,High,8,2,2,4,2,2,4
0,22,,10,,,,,,,,,4
1,30,0,9,5000,High,12,2,3,99,2,2.333333333,4
0,25,,8,,,,,,,,,4
0,8,,2,,,,,,,,,4
0,4,,96,,,,,,,,,4
0,1,,96,,,,,,,,,4
1,24,,8,1000,Medium,7,2,1,2,2,1.666666667,4
0,18,,7,,,,,,,,,4
1,27,1,14,5000,High,13,2,3,20,2,2.333333333,4
0,13,,7,,,,,,,,,4
1,22,1,8,1000,Medium,14.11,2,1,5,2,1.666666667,4
1,27,1,12,1000,Medium,14.11,2,3,7,2,2.333333333,4
1,42,0,7,2000,Medium,98,3,3,15,3,3,4
0,39,1,0,,,,,,,,,4
0,18,1,11,,,,,,,,,4
0,17,1,11,,,,,,,,,4
0,8,1,3,,,,,,,,,4
0,2,1,,,,,,,,,,4
0,20,1,8,,,,,,,,,4
1,21,0,12,2500,High,3,2,2,12,2,2,4
1,30,0,7,2000,Medium,98,3,2,1,2,2.333333333,4
1,36,0,14,2000,Medium,98,2,3,5,2,2.333333333,4
0,25,1,13,,,,,,,,,4
1,40,1,9,1200,Medium,98,2,2,26,2,2,4
0,17,0,11,,,,,,,,,4
0,12,0,7,,,,,,,,,4
1,52,0,12,5000,High,98,2,3,30,3,2.666666667,4
0,40,1,12,,,,,,,,,4
0,18,0,12,,,,,,,,,4
1,30,0,9,900,Medium,98,1,1,30,1,1,4
0,28,1,0,,,,,,,,,4
0,2,0,,,,,,,,,,4
0,14,1,1,,,,,,,,,4
1,27,0,12,,,,2,1,2,1,1.333333333,4
1,32,1,9,3000,High,99,2,2,20,2,2,4
0,14,1,7,,,,,,,,,4
0,26,0,10,,,,,,,,,4
1,28,0,8,500,Low,6,2,1,5,2,1.666666667,4
0,20,1,4,,,,,,,,,4
1,25,0,10,1200,Medium,6,2,1,2,2,1.666666667,4
0,20,1,10,,,,,,,,,4
1,23,1,9,800,Medium,3,2,1,3,2,1.666666667,4
1,30,0,10,700,Medium,6,2,1,8,2,1.666666667,4
1,27,0,5,500,Low,6,2,1,7,2,1.666666667,4
0,18,1,10,,,,,,,,,4
0,18,1,9,,,,,,,,,4
1,30,0,,500,Low,6,2,1,8,2,1.666666667,4
0,26,1,,,,,,,,,,4
1,31,0,14,,,15,2,2,1,3,2.333333333,4
1,24,0,,,,8,2,1,1,2,1.666666667,4
1,25,0,,,,8,2,1,99,3,2,4
1,27,0,13,,,,2,2,5,2,2,4
0,26,,14,,,,,,,,,4
1,36,0,12,3000,High,8,2,1,2,3,2,4
0,35,1,9,,,,,,,,,4
0,1,1,,,,,,,,,,4
1,25,0,,1000,Medium,98,2,1,2,2,1.666666667,4
0,23,1,10,,,,,,,,,4
1,30,0,7,,,,,,,,,4
0,28,1,10,1000,Medium,8,2,1,10,2,1.666666667,4
0,6,1,98,,,,,,,,,4
1,19,1,7,,,,2,1,5,2,1.666666667,4
1,18,1,9,,,,2,1,3,2,1.666666667,4
1,35,0,0,1500,Medium,6,2,1,3,2,1.666666667,4
0,25,1,5,,,,,,,,,4
0,7,1,,,,,,,,,,4
1,22,0,12.5,,,98,2,1,1,2,1.666666667,4
1,40,0,5,2000,Medium,6,2,2,3,2,2,4
0,29,1,5,,,,,,,,,4
0,10,0,3,,,,,,,,,4
0,1,1,96,,,,,,,,,4
0,25,1,10,,,,,,,,,4
1,23,0,14,2000,Medium,15,2,2,1,2,2,4
0,19,1,8,,,,,,,,,4
1,24,0,14,3500,High,15,2,2,1,2,2,4
0,20,1,10,,,,,,,,,4
1,17,0,10,2000,Medium,6,2,1,1,2,1.666666667,4
0,24,1,8,,,,,,,,,4
1,27,0,5,1000,Medium,6,2,1,20,2,1.666666667,4
0,25,1,8,,,,,,,,,4
1,18,0,5,400,Low,6,2,1,10,2,1.666666667,4
1,35,0,9,400,Low,99,1,1,10,2,1.333333333,4
1,30,1,10,1200,Medium,,1,1,8,2,1.333333333,4
1,16,1,14,400,Low,7,1,1,11,2,1.333333333,4
1,31,0,10,1000,Medium,19,3,2,5,2,2.333333333,4
0,25,1,8,,,,,,,,,4
1,45,0,12,3000,High,15,3,3,20,3,3,4
0,30,1,10,,,,,,,,,4
0,25,1,8,,,,,,,,,4
1,40,1,6,2000,Medium,6,2,1,10,2,1.666666667,4
0,2,0,96,,,,,,,,,4
1,27,0,8,1500,Medium,98,2,1,3,2,1.666666667,4
0,25,1,6,,,,,,,,,4
1,35,0,9,1500,Medium,19,2,1,1,2,1.666666667,4
0,33,0,14,200,Low,15,2,1,1,2,1.666666667,4
0,25,1,13,,,,,,,,,4
1,23,0,14,2000,Medium,12,1,1,10,2,1.333333333,4
0,18,0,10,,,,,,,,,4
1,40,1,8,1000,Medium,98,2,1,5,2,1.666666667,4
1,45,0,13,5000,High,98,3,3,10,3,3,4
0,43,1,0,,,,,,,,,4
0,19,1,14,,,,,,,,,4
0,16,1,12,,,,,,,,,4
1,50,0,13,6000,High,15,3,3,11,3,3,4
0,40,1,14,,,,,,,,,4
0,5,1,98,,,,,,,,,4
1,33,0,10,1500,Medium,6,1,2,11,2,1.666666667,4
0,29,1,0,,,,,,,,,4
0,3,1,98,,,,,,,,,4
0,18,1,6,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,65,1,0,600,Medium,,1,1,7,2,1.333333333,4
0,18,1,5,,,,,,,,,4
1,50,1,12,1500,Medium,99,1,3,12,3,2.333333333,4
0,22,1,14,,,,,,,,,4
0,20,1,2,,,,,,,,,4
0,31,0,14,,,,,,,,,4
1,50,0,8,4000,High,14,1,3,11,3,2.333333333,4
0,51,1,13,,,,,,,,,4
0,70,1,0,,,,,,,,,4
0,25,1,13,,,,,,,,,4
1,55,0,12,3000,High,12,1,3,20,3,2.333333333,4
0,42,1,9,,,,,,,,,4
0,19,1,15,,,,,,,,,4
1,33,0,2,3000,High,12,3,3,6,,3,4
0,26,1,13,,,,,,,,,4
0,9,0,2,,,,,,,,,4
1,55,0,14,4000,High,15,2,2,12,3,2.333333333,4
0,18,1,12,,,,,,,,,4
1,40,0,12,3000,High,7.1,1,3,20,3,2.333333333,4
0,37,1,9,,,,,,,,,4
0,1,0,96,,,,,,,,,4
0,15,1,6,,,,,,,,,4
1,33,0,8,3000,High,,3,2,10,2,2.333333333,4
0,30,1,0,,,,,,,,,4
0,9,0,3,,,,,,,,,4
1,28,0,13,4000,High,15,3,2,99,2,2.333333333,4
0,29,1,14,,,,,,,,,4
1,42,0,14,5000,High,,3,3,15,3,3,4
0,35,1,10,,,,,,,,,4
0,23,0,13,,,,,,,,,4
0,19,1,14,,,,,,,,,4
0,15,0,9,,,,,,,,,4
1,33,0,0,2000,Medium,6,3,3,6,2,2.666666667,4
0,31,1,0,,,,,,,,,4
0,11,0,5,,,,,,,,,4
0,7,0,1,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,28,0,12,3000,High,7,3,3,5,2,2.666666667,4
0,26,1,8,,,,,,,,,4
0,1,1,96,,,,,,,,,4
0,23,1,7,,,,,,,,,4
1,30,0,3,7000,High,8,3,2,8,3,2.666666667,4
0,34,1,12,,,,,,,,,4
0,2,0,96,,,,,,,,,4
1,28,0,10,3000,High,7,2,2,9,2,2,4
0,7,1,98,,,,,,,,,4
1,26,0,10,2000,Medium,8,2,2,2,2,2,4
0,25,1,5,,,,,,,,,4
0,1,0,96,,,,,,,,,4
0,18,0,5,,,,,,,,,4
1,20,1,10,1200,Medium,6,2,2,2,2,2,4
0,27,0,10,,,,,,,,,4
0,1,0,96,,,,,,,,,4
1,42,0,13,2000,Medium,15,2,1,7,2,1.666666667,4
0,30,1,7,,,,,,,,,4
0,9,1,4,,,,,,,,,4
0,1,0,96,3000,High,6,2,3,12,3,2.666666667,4
1,52,0,7,,,,,,,,,4
0,42,1,4,,,,,,,,,4
0,20,0,12,,,,,,,,,4
0,15,1,11,,,,,,,,,4
0,8,1,4,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,41,0,8,2000,Medium,7,2,2,3,3,2.333333333,4
0,31,1,0,,,,,,,,,4
0,16,1,9,,,,,,,,,4
0,12,1,5,,,,,,,,,4
0,7,0,98,,,,,,,,,4
0,4,1,98,,,,,,,,,4
1,29,0,14,3000,High,14,2,3,1,3,2.666666667,4
0,25,1,13,,,,,,,,,4
0,1,0,96,,,,,,,,,4
0,22,1,13,,,,,,,,,4
1,37,1,6,3000,High,12,2,2,20,3,2.333333333,4
0,18,0,0,,,,,,,,,4
1,25,1,3,150,Low,7,1,1,7,1,1,4
0,4,0,98,,,,,,,,,4
1,35,0,3,1500,Medium,6,2,2,3,2,2,4
0,32,1,3,,,,,,,,,4
0,4,0,98,,,,,,,,,4
0,1,0,96,,,,,,,,,4
0,25,0,7,,,,,,,,,4
1,34,0,10,2300,High,6,2,2,8,2,2,4
0,30,1,8,,,,,,,,,4
0,2,1,96,,,,,,,,,4
1,50,0,5,1000,Medium,14.1,2,2,15,2,2,4
0,40,1,6,,,,,,,,,4
0,21,1,8,,,,,,,,,4
0,11,1,6,,,,,,,,,4
1,72,0,8,3000,High,99,2,2,15,2,2,4
0,50,1,3,,,,,,,,,4
0,26,1,10,,,,,,,,,4
0,25,0,10,,,,,,,,,4
0,24,0,10,,,,,,,,,4
0,25,1,14,2500,High,16,2,2,3,2,2,4
0,21,1,14,,,,,,,,,4
1,48,0,8,3000,High,12,2,2,20,2,2,4
0,38,1,6,,,,,,,,,4
0,20,1,10,,,,,,,,,4
0,6,1,98,,,,,,,,,4
1,27,0,14,900,Medium,6,2,1,2,1,1.333333333,4
0,25,1,10,,,,,,,,,4
1,25,0,10,1200,Medium,6,2,2,4,1,1.666666667,4
1,40,1,10,1000,Medium,12,2,2,18,2,2,4
0,24,1,14,,,,,,,,,4
0,22,0,13,,,,,,,,,4
0,18,0,12,,,,,,,,,4
1,42,0,12,3000,High,14.1,2,2,20,2,2,4
0,40,1,6,,,,,,,,,4
0,17,0,10,,,,,,,,,4
0,12,1,7,,,,,,,,,4
0,7,1,1,,,,,,,,,4
0,2,1,96,,,,,,,,,4
0,21,0,10,,,,,,,,,4
0,28,0,8,,,,,,,,,4
0,23,1,10,,,,,,,,,4
1,24,1,12,3000,High,7,2,2,2,2,2,4
1,29,0,10,1200,Medium,6,2,2,4,1,1.666666667,4
0,23,1,12,,,,,,,,,4
1,30,1,0,500,Low,7,1,1,4,1,1,4
0,7,1,2,,,,,,,,,4
1,26,0,8,1500,Medium,6,2,1,2,2,1.666666667,4
0,20,1,8,,,,,,,,,4
1,30,0,0,2000,Medium,6,3,2,11,2,2.333333333,4
0,25,1,0,,,,,,,,,4
0,5,0,98,,,,,,,,,4
1,35,0,0,3000,High,6,3,2,13,2,2.333333333,4
0,30,1,0,,,,,,,,,4
0,6,1,,,,,,,,,,4
0,19,0,,,,,,,,,,4
1,28,0,4,1200,Medium,7.2,3,2,10,2,2.333333333,4
0,23,1,6,,,,,,,,,4
0,4,1,98,,,,,,,,,4
1,29,0,8,3000,High,8,3,2,99,2,2.333333333,4
0,23,1,7,,,,,,,,,4
1,34,0,0,3000,High,7,3,2,6,2,2.333333333,4
0,28,1,3,,,,,,,,,4
0,9,0,4,,,,,,,,,4
1,25,1,10,1000,Medium,3,3,1,1,2,2,4
1,30,0,9,,,,,,,,,4
1,30,0,6,3000,High,7.1,3,2,13,2,2.333333333,4
0,23,1,8,4000,High,19.1,3,2,3,2,2.333333333,4
0,3,1,,,,,,,,,,4
1,27,0,5,1500,Medium,14.1,3,2,10,2,2.333333333,4
0,29,1,6,,,,,,,,,4
0,3,0,,,,,,,,,,4
1,28,0,7,1500,Medium,6,3,2,3,2,2.333333333,4
0,25,1,8,,,,,,,,,4
0,1,1,,,,,,,,,,4
0,19,1,9,,,,,,,,,4
1,50,0,5,2000,Medium,7.1,1,3,30,3,2.333333333,4
0,46,1,8,,,,,,,,,4
0,22,1,14,,,,,,,,,4
0,17,0,12,,,,,,,,,4
0,10,0,5,,,,,,,,,4
0,15,1,6,,,,,,,,,4
1,33,0,10,2000,Medium,98,3,2,10,2,2.333333333,4
0,25,1,9,,,,,,,,,4
0,3,0,9,,,,,,,,,4
0,1,0,,,,,,,,,,4
1,35,0,0,1500,Medium,6,3,1,10,2,2,4
0,23,1,0,,,,,,,,,4
0,1,1,,,,,,,,,,4
1,30,0,10,1500,Medium,6,3,1,4,2,2,4
0,26,1,6,,,,,,,,,4
0,2,0,,,,,,,,,,4
1,25,0,6,700,Medium,9,3,1,5,1,1.666666667,4
0,1,0,,,,,,,,,,4
1,30,0,8,2000,Medium,6,3,2,,2,2.333333333,4
0,28,1,6,,,,,,,,,4
0,1,0,,,,,,,,,,4
1,27,0,8,2000,Medium,6,3,1,2,2,2,4
0,23,1,4,,,,,,,,,4
1,38,0,6,1000,Medium,7,1,2,16,3,2,4
0,27,1,7,,,,,,,,,4
0,9,1,4,,,,,,,,,4
0,6,0,98,,,,,,,,,4
0,3,0,,,,,,,,,,4
1,28,0,14,4000,High,,3,3,4,3,3,4
0,26,1,14,,,,,,,,,4
0,1,0,,,,,,,,,,4
1,52,0,8,2000,Medium,98,1,3,25,3,2.333333333,4
0,45,1,8,,,,,,,,,4
0,12,1,8,,,,,,,,,4
0,12,1,9,,,,,,,,,4
0,10,1,2,,,,,,,,,4
0,20,1,10,,,,,,,,,4
1,31,0,10,2000,Medium,98,3,1,6,2,2,4
0,25,1,10,,,,,,,,,4
1,31,0,8,,,,,,,,,4
0,23,1,9,2000,Medium,98,3,1,9,2,2,4
0,4,1,,,,,,,,,,4
0,1,1,,,,,,,,,,4
1,28,0,6,2000,Medium,98,3,1,10,2,2,4
0,22,1,10,,,,,,,,,4
0,1,1,,,,,,,,,,4
1,28,0,8,3000,High,7,3,2,8,2,2.333333333,4
0,25,1,4,,,,,,,,,4
1,42,0,14,5000,High,16,1,3,10,3,2.333333333,4
0,35,1,8,,,,,,,,,4
0,17,1,11,,,,,,,,,4
0,15,1,10,,,,,,,,,4
0,9,1,3,,,,,,,,,4
0,2,1,,,,,,,,,,4
1,45,1,6,2000,Medium,12,1,2,30,2,1.666666667,4
0,30,0,9,,,,,,,,,4
0,23,0,12,,,,,,,,,4
0,18,0,10,,,,,,,,,4
0,18,0,10,,,,,,,,,4
0,15,1,10,,,,,,,,,4
1,37,1,3,500,Low,7.11,3,1,26,1,1.666666667,4
1,24,0,9,2000,Medium,8,3,1,4,2,2,4
0,21,1,7,,,,,,,,,4
0,2,0,,,,,,,,,,4
1,30,0,10,4000,High,8,3,1,7,2,2,4
1,28,0,4,1000,Medium,6,3,2,8,3,2.666666667,4
0,25,1,9,,,,,,,,,4
0,8,0,1,,,,,,,,,4
0,1,0,,,,,,,,,,4
0,1,0,,,,,,,,,,4
0,15,1,6,,,,,,,,,4
0,12,1,2,,,,,,,,,4
1,40,0,8,3000,High,98,1,3,20,3,2.333333333,4
0,35,1,6,,,,,,,,,4
0,15,0,8,,,,,,,,,4
0,8,1,4,,,,,,,,,4
0,4,1,98,,,,,,,,,4
0,19,0,8,,,,,,,,,4
1,22,0,8,1500,Medium,3,3,2,7,2,2.333333333,4
0,20,1,4,,,,,,,,,4
1,22,0,8,100,Low,98,3,1,3,2,2,4
1,30,0,6,1950,Medium,98,1,1,3,2,1.333333333,4
0,25,1,4,,,,,,,,,4
0,4,0,,,,,,,,,,4
1,38,1,0,2000,Medium,7,3,2,,2,2.333333333,4
0,28,0,0,,,,,,,,,4
0,7,1,1,,,,,,,,,4
1,28,0,0,25000,High,7,3,1,10,2,2,4
0,30,1,10,,,,,,,,,4
0,2,0,,,,,,,,,,4
0,65,1,,,,,,,,,,4
1,50,0,6,,,2,1,2,15,2,1.666666667,4
0,30,1,0,,,,,,,,,4
0,18,0,10,,,,,,,,,4
0,16,0,8,,,,,,,,,4
0,10,0,3,,,,,,,,,4
1,29,0,14,3000,High,98,3,2,4,2,2.333333333,4
0,26,0,14,,,,,,,,,4
1,30,0,14,3000,High,4,3,2,5,2,2.333333333,4
0,25,1,10,,,,,,,,,4
0,3,1,,,,,,,,,,4
1,38,0,8,5000,High,7,1,3,20,3,2.333333333,4
0,35,1,0,,,,,,,,,4
0,15,0,9,,,,,,,,,4
0,11,1,5,,,,,,,,,4
0,4,1,98,,,,,,,,,4
0,1,0,,,,,,,,,,4
0,65,1,,,,,,,,,,4
0,20,1,12,,,,,,,,,4
0,17,0,6,,,,,,,,,4
0,23,0,10,,,,,,,,,4
1,64,1,0,,,12,1,3,20,3,2.333333333,4
0,60,1,0,,,,,,,,,4
0,27,0,10,,,,,,,,,4
0,24,1,14,,,,,,,,,4
0,22,0,14,,,,,,,,,4
1,27,0,10,3000,High,8,3,3,27,3,3,4
0,25,1,10,,,,,,,,,4
0,30,0,0,1500,Medium,6,3,2,12,2,2.333333333,4
1,23,1,4,,,,,,,,,4
0,3,0,,,,,,,,,,4
1,26,0,0,1500,Medium,9,3,2,6,2,2.333333333,4
0,25,1,4,,,,,,,,,4
1,26,0,12,4000,High,98,3,2,1,2,2.333333333,4
0,22,1,12,,,,,,,,,4
1,30,0,10,3500,High,8,3,2,30,2,2.333333333,4
1,38,0,10,4000,High,7,3,1,6,2,2,4
0,23,1,0,,,,,,,,,4
0,3,1,,,,,,,,,,4
1,30,0,6,2000,Medium,7.1,3,2,20,2,2.333333333,4
0,25,1,6,,,,,,,,,4
1,39,0,99,8000,High,12,3,2,17,3,2.666666667,4
0,39,1,0,,,,,,,,,4
0,12,0,6,,,,,,,,,4
0,8,1,2,,,,,,,,,4
0,5,0,,,,,,,,,,4
0,20,0,10,,,,,,,,,4
1,28,0,8,2000,Medium,19.1,3,2,28,2,2.333333333,4
0,23,1,5,,,,,,,,,4
0,2,1,,,,,,,,,,4
1,38,1,0,200,Low,7,3,2,20,1,2,4
0,17,1,10,,,,,,,,,4
0,15,0,7,,,,,,,,,4
1,27,0,10,2000,Medium,98,3,2,27,2,2.333333333,4
0,21,1,10,,,,,,,,,4
1,24,0,14,,,,,,,,,4
1,28,1,,4800,High,15,3,2,4,2,2.333333333,4
0,28,1,6,,,,,,,,,4
0,6,1,98,2000,Medium,12,3,2,30,3,2.666666667,4
0,24,1,6,,,,,,,,,4
0,40,1,12,,,,,,,,,4
0,,0,,,,,,,,,,4
1,28,0,0,2000,Medium,6,3,2,10,2,2.333333333,4
0,26,1,0,,,,,,,,,4
0,5,1,98,,,,,,,,,4
1,32,0,2,2000,Medium,6,3,2,9,2,2.333333333,4
0,30,1,10,,,,,,,,,4
0,8,0,1,,,,,,,,,4
0,1,0,,,,,,,,,,4
0,13,0,2,,,,,,,,,4
1,55,0,14,2000,Medium,6,2,2,17,3,2.333333333,4
0,35,1,8,,,,,,,,,4
0,13,0,7,,,,,,,,,4
0,11,1,5,,,,,,,,,4
0,5,1,98,,,,,,,,,4
1,53,0,13,3000,High,10,2,3,19,3,2.666666667,4
0,52,1,8,,,,,,,,,4
0,23,0,14,,,,,,,,,4
0,20,0,13,,,,,,,,,4
0,17,0,11,,,,,,,,,4
0,10,0,5,,,,,,,,,4
0,10,1,1,,,,,,,,,4
1,60,0,4,3000,High,12,2,3,10,3,2.666666667,4
0,45,1,9,,,,,,,,,4
0,33,0,14,,,,,,,,,4
0,27,0,14,,,,,,,,,4
