duration,enum,ignore,ignore_2,person_id,wereda,treatmentcontrol,age,ketena,relationship,education,partner_education,norms_1_treatment,norms_2_treatment,femaletrait_treatment,femaletrait_treatment_recode_1,femaletrait_treatment_recode_2,femaletrait_treatment_recode_3,femaletrait_treatment_recode_mean,ideal_employee_treatment,ideal_employee_treatment_1,ideal_employee_treatment_2,ideal_employee_treatment_3,ideal_employee_treatment_4,ideal_employee_treatment_5,ideal_employee_treatment_6,ideal_employee_treatment_98,employed_treatment,job_treatment,previous_job_treatment,previous_job_treatment_id,job_id_treatment_total,partner_employed_treatment,partner_job_treatment,partner_job_treatment_id,coworker_classmate_treatment,previous_coworker_classmate_treatment,coworker_classmate_treatment_total,supervisor_treatment,previous_supervisor_treatment,supervisor_treatment_total,values_1,values_2,values_3,values_4,attitudes_grt_1,attitudes_grt_4,attitudes_grt_3,gender_att_exp_1,attitudes_grt_2,gender_att_exp_2,attitudes_force_1,attitudes_force_2,attitudes_force_3,attitudes_force_4,ideal_employee,ideal_employee_1,ideal_employee_2,ideal_employee_3,ideal_employee_4,ideal_employee_5,ideal_employee_6,ideal_employee_98,norms_1,norms_2,femaletrait,femaletrait_recode_1,femaletrait_recode_2,femaletrait_recode_3,femaletrait_recode_3_mean,employed,job,job_id,previous_job,previous_job_id,job_id_total,partner_employed,partner_job,partner_job_id,coworker_classmate,previous_coworker_classmate,coworker_classmate_total,supervisor,previous_supervisor,supervisor_total,norms_1_com,norms_2_com,femaletrait_recode_com,ideal_employee_com,employed_com,job_id_com,partner_employed_com,partner_job_id_com,supervisor_com,coworker_classmate_com,military,living_situation,chores,ses,ses_1,ses_2,ses_3,ses_4,ses_5,ses_6,ses_98
3869,2,1,0,11811960,1,0.238741634,28,8,2,5,2,-1,-1,"Respect others, serve customers well, quick to action",0,0,1,0.333333333,1 3 6,1,0,1,0,0,1,0,1,Government administration,,,15,0,,,2,,2,0,,0,2,3,2,4,0,1,-1,Requires physical strength which men have a little more of; more efficient to work with them; women may get injured,1,Men by nature lose interest quickly; women are stronger in this sense,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.333333333,1 3 6,1,15,0,,0,2,1,3,1,3,0,0,1,0,0,0,0
2561,2,1,0,11410053,1,0.153342713,23,98,1,5,98,-1,-1,"Obedient, respect others, fulfill duties appropriately",0,0,1,0.333333333,2 3 6,0,1,1,0,0,1,0,1,Manufacturing,,,3,0,,,3,,3,0,,0,4,1,4,4,1,0,-1,"Men can handle the dynamic nature of the work; unlike women, they can run around for the work",0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0.333333333,2 3 6,1,3,0,,0,3,1,,1,6,0,0,0,0,0,1,0
1913,3,0,1,11911512,1,0.835552594,35,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,-1,0,-1,It’s hard (heavy),1,They are good at running small businesses,4,,,,,0,0,0,0,0,0,0,,,Humility,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,0,0,0
1027,3,0,1,12210439,1,0.547919528,27,97,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,0,,1,They can work on small things,4,4,4,4,2 4 6,0,1,0,1,0,1,0,0,-1,"Good customer service, compassion",0,0,,0,1,Construction,6,,,6,0,,,3,,3,0,,0,0,-1,0,2 4 6,1,6,0,,0,3,1,,2,2 3,0,1,1,0,0,0,0
915,3,0,1,12210769,1,0.211303398,48,9,1,3,97,0,0,Good customer service (respectful),0,,,0,2 3 4,0,1,1,1,0,0,0,0,,Good customer service (respectful),,,0,,,,2,2,,3,3,1,4,4,4,0,0,-1,Is strenuous,1,Women can relate to others which makes good sales,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2 3 4,0,,0,,3,2,1,,1,1,1,0,0,0,0,0,0
1451,3,0,1,12210795,1,0.123539646,35,2,1,2,97,0,0,"Reliable, fulfill duties appropriately",0,1,,0.5,2 3 6,0,1,1,0,0,1,0,1,weaving,,,7,0,,,1,,1,2,,2,1,2,4,4,98,0,-1,Men have physical strength,1,They are the ones who do it often so they have the know-how,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5,2 3 6,1,7,0,,2,1,0,,2,1,1,0,0,0,0,0,0
1351,3,0,1,12310020,1,0.191579946,32,97,1,3,3,0,0,"Punctual, committed, hardworking, interest in working",0,1,1,0.666666667,1 2 4,1,1,0,1,0,0,0,1,Electeician,,,4,0,,,5,,5,2,,2,4,3,4,4,0,0,-1,Requires physical strength,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.666666667,1 2 4,1,4,0,,2,5,1,,2,,0,0,0,0,0,0,0
930,3,0,1,12310296,1,0.213703154,28,7,2,3,6,-1,0,Hard working,1,,,1,2 3 5,0,1,1,0,1,0,0,1,construction,,,6,1,Manufacturing,3,2,,2,0,,0,4,4,4,4,0,0,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,2 3 5,1,6,1,3,0,2,1,3,1,,0,0,0,0,0,0,0
1172,3,0,1,11310066,1,0.287008241,53,2,1,3,97,-1,0,"Personable/welcoming, try to help others, active listeners",0,0,0,0,2 4 5,0,1,0,1,1,0,0,0,,Agriculture,1,1,0,,,,2,2,,2,2,4,2,4,4,0,1,0,,0,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,2 4 5,0,1,0,,2,2,0,,1,1 2 3 4 6,1,1,1,1,0,1,0
1036,3,0,1,11410270,1,0.327678092,46,3,1,2,3,98,,,,,,,2 3 6,0,1,1,0,0,1,0,1,Clergy,,,19,0,,,1,,1,0,,0,4,98,98,4,-1,1,0,,98,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,2 3 6,1,19,0,,0,1,0,,2,1 2 3,1,1,1,0,0,0,0
1130,3,0,1,12010199,1,0.400686849,76,97,1,3,2,98,-1,"Good facilitators, help the troubled, active participants",0,0,,0,6,0,0,0,0,0,1,0,1,Retail trade (clothes),,,7.21,1,Food and restaurant activities,9,4,,4,2,,2,4,4,2,4,0,0,0,,0,,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,-1,0,,1,7.21,1,9,2,4,0,,3,1 3,1,0,1,0,0,0,0
1408,3,0,1,12210121,1,0.537547595,32,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,-1,Men are stronger,1,Women conventionally do that work,4,4,4,4,1 2 4,1,1,0,1,0,0,0,-1,-1,"Good management, perform quality work, talented",0,1,,0.5,1,Construction,6,,,6,0,,,2,,2,2,,2,-1,-1,0.5,1 2 4,1,6,0,,2,2,1,,1,1 3,1,0,1,0,0,0,0
2362,3,0,1,12210018,1,0.131921565,45,3,3,2,,0,-1,"Provide good customer service, reliable",0,0,,0,2 5 6,0,1,0,0,1,1,0,0,,Construction,6,6,,,,,2,2,,0,0,2,4,1,4,0,-1,-1,"If women were to do it, they would get hurt",1,The work looks better (is more fitting) with women doing it; they are skilled; meanwhile men can do the running around,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,2 5 6,0,6,,,0,2,1,2,0,3,0,0,1,0,0,0,0
1928,3,0,1,11911262,1,0.402586984,42,2,1,5,5,-1,1,"They are humble, go the extra mile at work, are compassionate",0,1,0,0.333333333,1 4 6,1,0,0,1,0,1,0,1,Driver,,,8,0,,,2,,2,0,,0,2,2,2,4,0,0,-1,Requires physical strength; women’s child-bearing and -rearing duties make the work especially difficult,1,Can work with patience and an accommodating nature,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0.333333333,1 4 6,1,8,0,,0,2,1,,1,1 2 3,1,1,1,0,0,0,0
675,3,0,1,12210249,1,0.75466429,28,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,-1,1,-1,,1,,4,4,4,4,4 6,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
1030,3,0,1,11911633,1,0.008387529,50,9,1,3,4,98,98,,,,,,2 3 4,0,1,1,1,0,0,0,1,,,,,0,,,1,,1,2,,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,,2 3 4,1,,0,,2,1,,,,,0,0,0,0,0,0,0
1144,3,0,1,12210260,1,0.563585347,26,97,1,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,0,0,-1,,1,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
